,state,county,1st,2nd,3rd,votes1,votes2,votes3,pct1,pct2,pct3,party1,party2,party3
70,Arizona,Coconino,B. OBAMA,M. ROMNEY,G. JOHNSON,26772,19720,825.0,0.563,0.414,0.017,D,R,O
71,Arizona,Gila,M. ROMNEY,B. OBAMA,G. JOHNSON,12846,7293,289.0,0.627,0.35600000000000004,0.013999999999999999,R,D,O
72,Arizona,Graham,M. ROMNEY,B. OBAMA,G. JOHNSON,8076,3609,142.0,0.6809999999999999,0.304,0.012,R,D,O
73,Arizona,Greenlee,M. ROMNEY,B. OBAMA,G. JOHNSON,1590,1310,61.0,0.535,0.441,0.021,R,D,O
74,Arizona,La Paz,M. ROMNEY,B. OBAMA,G. JOHNSON,3205,1619,81.0,0.6509999999999999,0.32899999999999996,0.016,R,D,O
75,Arizona,Maricopa,M. ROMNEY,B. OBAMA,G. JOHNSON,680089,532284,17504.0,0.551,0.43200000000000005,0.013999999999999999,R,D,O
76,Arizona,Mohave,M. ROMNEY,B. OBAMA,G. JOHNSON,47901,18991,1020.0,0.703,0.27899999999999997,0.015,R,D,O
77,Arizona,Navajo,M. ROMNEY,B. OBAMA,G. JOHNSON,19880,16945,399.0,0.5329999999999999,0.45399999999999996,0.011000000000000001,R,D,O
78,Arizona,Pima,B. OBAMA,M. ROMNEY,G. JOHNSON,186456,165237,3911.0,0.522,0.46299999999999997,0.011000000000000001,D,R,O
79,Arizona,Pinal,M. ROMNEY,B. OBAMA,G. JOHNSON,58947,41428,1457.0,0.5770000000000001,0.406,0.013999999999999999,R,D,O
80,Arizona,Santa Cruz,B. OBAMA,M. ROMNEY,G. JOHNSON,9486,4235,108.0,0.6829999999999999,0.305,0.008,D,R,O
81,Arizona,Yavapai,M. ROMNEY,B. OBAMA,G. JOHNSON,62385,32624,1381.0,0.645,0.337,0.013999999999999999,R,D,O
82,Arizona,Yuma,M. ROMNEY,B. OBAMA,G. JOHNSON,22493,17328,396.0,0.5579999999999999,0.43,0.01,R,D,O
