ADI,19900825,2,0.0183
ADI,19901211,3,-0.085
ADI,19910220,0,0.0133
ADI,19910522,1,0.0233
ADI,19910821,2,0.0017
ADI,19911204,3,0.015
ADI,19920219,0,-0.0033
ADI,19920520,1,0.0133
ADI,19920819,2,0.0167
ADI,19921202,3,0.025
ADI,19930217,0,0.0267
ADI,19930519,1,0.0333
ADI,19930818,2,0.04
ADI,19931201,3,0.0467
ADI,19940216,0,0.05
ADI,19940518,1,0.0583
ADI,19940817,2,0.0633
ADI,19941130,3,0.07
ADI,19950215,0,0.075
ADI,19950517,1,0.09
ADI,19950816,2,0.1
ADI,19951129,3,0.11
ADI,19960221,0,0.1238
ADI,19960522,1,0.1313
ADI,19960821,2,0.1313
ADI,19961204,3,0.1313
ADI,19970219,0,0.115
ADI,19970521,1,0.125
ADI,19970820,2,0.135
ADI,19971203,3,0.145
ADI,19980218,0,0.13
ADI,19980520,1,0.14
ADI,19980819,2,0.075
ADI,19981202,3,0.08
ADI,19990217,0,0.09
ADI,19990519,1,0.125
ADI,19990818,2,0.15
ADI,19991201,3,0.2
ADI,20000216,0,0.25
ADI,20000517,1,0.32
ADI,20000815,2,0.43
ADI,20001114,3,0.54
ADI,20010215,0,0.5
ADI,20010517,1,0.31
ADI,20010816,2,0.17
ADI,20011120,3,0.14
ADI,20020214,0,0.11
ADI,20020516,1,0.13
ADI,20020815,2,0.15
ADI,20021119,3,0.16
ADI,20030213,0,0.16
ADI,20030514,1,0.19
