,surprise_median_fa,surprise_mean_fa,TICKER,year,quarternum,Skew,Kurtosis,delta_return,Y
"('2011', 1)",,,KO,2011,1,0.0,0.59,0.006099999999999994,0
"('2012', 0)",,,KO,2012,0,0.0,0.455,0.0039000000000000146,0
"('2015', 1)",,,KO,2015,1,0.0,0.57,-0.015700000000000047,0
"('2016', 0)",,,KO,2016,0,0.0,0.49,0.009000000000000119,0
"('2016', 1)",,,KO,2016,1,0.0,0.58,0.013700000000000045,0
"('2016', 2)",6.244997998398393,5.9247416907882196,KO,2016,2,-0.03347589399008092,0.47,0.0047999999999999154,0
"('2016', 2)",6.244997998398393,5.9247416907882196,KO,2016,2,-0.03347589399008092,0.47,0.0047999999999999154,0
"('2016', 2)",6.244997998398393,5.9247416907882196,KO,2016,2,-0.03347589399008092,0.47,0.0047999999999999154,0
"('2012', 0)",4.949747468305837,4.949747468305837,KORS,2012,0,0.0,0.15000000000000002,-0.0042999999999999705,0
"('2012', 0)",4.949747468305837,4.949747468305837,KORS,2012,0,0.0,0.15000000000000002,-0.0042999999999999705,0
"('2012', 2)",,,KORS,2012,2,0.0,0.35,-0.0042999999999999705,0
"('2014', 2)",,,KORS,2014,2,0.0,0.87,0.03049999999999997,1
"('2015', 0)",75.66042558696053,75.66042558696053,KORS,2015,0,0.0,0.945,-0.0026000000000000467,0
"('2015', 0)",75.66042558696053,75.66042558696053,KORS,2015,0,0.0,0.945,-0.0026000000000000467,0
"('2015', 1)",6.999999999999995,6.999999999999989,KORS,2015,1,-5.574856241654821e-16,0.76,0.04960000000000009,0
"('2015', 1)",6.999999999999995,6.999999999999989,KORS,2015,1,-5.574856241654821e-16,0.76,0.04960000000000009,0
"('2015', 1)",6.999999999999995,6.999999999999989,KORS,2015,1,-5.574856241654821e-16,0.76,0.04960000000000009,0
"('2012', 3)",5.251215266974369,5.614506889217878,KRFT,2012,3,0.09205870847272259,0.525,-0.0012999999999999678,0
"('2012', 3)",5.251215266974369,5.614506889217878,KRFT,2012,3,0.09205870847272259,0.525,-0.0012999999999999678,0
"('2012', 3)",5.251215266974369,5.614506889217878,KRFT,2012,3,0.09205870847272259,0.525,-0.0012999999999999678,0
"('2012', 3)",5.251215266974369,5.614506889217878,KRFT,2012,3,0.09205870847272259,0.525,-0.0012999999999999678,0
"('2012', 3)",5.251215266974369,5.614506889217878,KRFT,2012,3,0.09205870847272259,0.525,-0.0012999999999999678,0
"('2012', 3)",5.251215266974369,5.614506889217878,KRFT,2012,3,0.09205870847272259,0.525,-0.0012999999999999678,0
"('2013', 1)",-4.949747468305833,-4.949747468305833,KRFT,2013,1,0.0,0.795,0.0988,1
"('2013', 1)",-4.949747468305833,-4.949747468305833,KRFT,2013,1,0.0,0.795,0.0988,1
"('2013', 2)",,,KRFT,2013,2,0.0,0.73,-0.06369999999999998,0
"('2013', 3)",1.414213562373107,1.414213562373107,KRFT,2013,3,0.0,0.6799999999999999,-0.05279999999999996,1
"('2013', 3)",1.414213562373107,1.414213562373107,KRFT,2013,3,0.0,0.6799999999999999,-0.05279999999999996,1
"('2014', 0)",-9.814954576223634,-10.103629710818447,KRFT,2014,0,-0.050213840985121515,0.77,0.029199999999999893,0
"('2014', 0)",-9.814954576223634,-10.103629710818447,KRFT,2014,0,-0.050213840985121515,0.77,0.029199999999999893,0
"('2014', 0)",-9.814954576223634,-10.103629710818447,KRFT,2014,0,-0.050213840985121515,0.77,0.029199999999999893,0
"('2014', 0)",-9.814954576223634,-10.103629710818447,KRFT,2014,0,-0.050213840985121515,0.77,0.029199999999999893,0
"('2014', 1)",-0.9676289229265922,-0.46077567758409105,KRFT,2014,1,0.18411741694544573,0.9,0.00550000000000006,1
"('2014', 1)",-0.9676289229265922,-0.46077567758409105,KRFT,2014,1,0.18411741694544573,0.9,0.00550000000000006,1
"('2014', 1)",-0.9676289229265922,-0.46077567758409105,KRFT,2014,1,0.18411741694544573,0.9,0.00550000000000006,1
"('2014', 2)",,,KRFT,2014,2,0.0,0.79,-0.010099999999999998,0
"('2015', 0)",,,KRFT,2015,0,0.0,0.76,-0.03620000000000001,0
"('2015', 1)",0.7071067811865476,0.7071067811865476,KRFT,2015,1,0.0,0.855,-0.00990000000000002,0
"('2015', 1)",0.7071067811865476,0.7071067811865476,KRFT,2015,1,0.0,0.855,-0.00990000000000002,0
"('1999', 2)",,,KSU,1999,2,0.0,1.3,-0.01739999999999997,0
"('1999', 3)",,,KSU,1999,3,0.0,1.38,0.06780000000000008,0
"('2000', 1)",0.044030446981183635,0.6066417139629741,KSU,2000,1,3.8497278088593125,2.58,-0.07369999999999999,0
"('2000', 1)",0.044030446981183635,0.6066417139629741,KSU,2000,1,3.8497278088593125,2.58,-0.07369999999999999,0
"('2000', 1)",0.044030446981183635,0.6066417139629741,KSU,2000,1,3.8497278088593125,2.58,-0.07369999999999999,0
"('2008', 2)",,,KSU,2008,2,0.0,0.59,-0.008099999999999996,1
"('2009', 0)",,,KSU,2009,0,0.0,0.25,-0.008099999999999996,0
"('2009', 1)",,,KSU,2009,1,0.0,-0.62,-0.008099999999999996,0
"('2012', 0)",,,KSU,2012,0,0.0,0.72,-0.008099999999999996,0
"('2012', 3)",,,KSU,2012,3,0.0,0.84,-0.008099999999999996,0
"('2013', 0)",1.5359763347691515,1.137760247977148,KSU,2013,0,-0.1171656289652839,0.83,-0.008099999999999996,0
"('2013', 0)",1.5359763347691515,1.137760247977148,KSU,2013,0,-0.1171656289652839,0.83,-0.008099999999999996,0
"('2013', 0)",1.5359763347691515,1.137760247977148,KSU,2013,0,-0.1171656289652839,0.83,-0.008099999999999996,0
"('2013', 1)",-1.6461097835062082,-1.940057959132311,KSU,2013,1,-0.03586702927508608,0.93,-0.008099999999999996,0
"('2013', 1)",-1.6461097835062082,-1.940057959132311,KSU,2013,1,-0.03586702927508608,0.93,-0.008099999999999996,0
"('2013', 1)",-1.6461097835062082,-1.940057959132311,KSU,2013,1,-0.03586702927508608,0.93,-0.008099999999999996,0
"('2013', 1)",-1.6461097835062082,-1.940057959132311,KSU,2013,1,-0.03586702927508608,0.93,-0.008099999999999996,0
"('2013', 1)",-1.6461097835062082,-1.940057959132311,KSU,2013,1,-0.03586702927508608,0.93,-0.008099999999999996,0
"('2013', 1)",-1.6461097835062082,-1.940057959132311,KSU,2013,1,-0.03586702927508608,0.93,-0.008099999999999996,0
"('2013', 1)",-1.6461097835062082,-1.940057959132311,KSU,2013,1,-0.03586702927508608,0.93,-0.008099999999999996,0
"('2013', 2)",-25.980762113533302,-26.558112382722943,KSU,2013,2,-0.016737946995040876,1.11,-0.06969999999999998,0
"('2013', 2)",-25.980762113533302,-26.558112382722943,KSU,2013,2,-0.016737946995040876,1.11,-0.06969999999999998,0
"('2013', 2)",-25.980762113533302,-26.558112382722943,KSU,2013,2,-0.016737946995040876,1.11,-0.06969999999999998,0
"('2015', 0)",,,KSU,2015,0,0.0,1.23,0.08099999999999996,1
"('2015', 3)",,,KSU,2015,3,0.0,1.15,-0.05279999999999996,1
"('2016', 0)",,,KSU,2016,0,0.0,1.04,0.12309999999999999,0
"('2016', 2)",0.565685424949238,0.565685424949238,KSU,2016,2,0.0,1.18,-0.0343,1
"('2016', 2)",0.565685424949238,0.565685424949238,KSU,2016,2,0.0,1.18,-0.0343,1
"('2016', 3)",-0.5703518254720298,-0.3485483377884614,KSU,2016,3,0.08787422172396293,1.165,-0.07010000000000005,1
"('2016', 3)",-0.5703518254720298,-0.3485483377884614,KSU,2016,3,0.08787422172396293,1.165,-0.07010000000000005,1
"('2016', 3)",-0.5703518254720298,-0.3485483377884614,KSU,2016,3,0.08787422172396293,1.165,-0.07010000000000005,1
"('2016', 3)",-0.5703518254720298,-0.3485483377884614,KSU,2016,3,0.08787422172396293,1.165,-0.07010000000000005,1
"('1999', 2)",,,LLTC,1999,2,0.0,0.175,-0.0766,1
"('1999', 3)",,,LLTC,1999,3,0.0,0.19,-0.0766,1
"('2000', 2)",,,LLTC,2000,2,0.0,0.29,-0.04269999999999996,0
"('2000', 3)",,,LLTC,2000,3,0.0,0.33,0.1338999999999999,1
"('2001', 0)",,,LLTC,2001,0,0.0,0.36,0.1865000000000001,1
"('2002', 2)",,,LLTC,2002,2,0.0,0.17,-0.0837,0
"('2003', 0)",,,LLTC,2003,0,0.0,0.19,-0.13690000000000002,1
"('2005', 2)",1.9639610121239308,1.745743121887941,LLTC,2005,2,-0.016737946995040318,0.31,-0.045499999999999985,1
"('2005', 2)",1.9639610121239308,1.745743121887941,LLTC,2005,2,-0.016737946995040318,0.31,-0.045499999999999985,1
"('2005', 2)",1.9639610121239308,1.745743121887941,LLTC,2005,2,-0.016737946995040318,0.31,-0.045499999999999985,1
"('2005', 3)",0.0,0.132453235706503,LLTC,2005,3,0.016737946995040318,0.35,-0.08509999999999995,0
"('2005', 3)",0.0,0.132453235706503,LLTC,2005,3,0.016737946995040318,0.35,-0.08509999999999995,0
"('2005', 3)",0.0,0.132453235706503,LLTC,2005,3,0.016737946995040318,0.35,-0.08509999999999995,0
"('2006', 0)",0.9486832980505154,1.0540925533894516,LLTC,2006,0,0.005579315665012975,0.35,-0.033499999999999974,1
"('2006', 0)",0.9486832980505154,1.0540925533894516,LLTC,2006,0,0.005579315665012975,0.35,-0.033499999999999974,1
"('2006', 0)",0.9486832980505154,1.0540925533894516,LLTC,2006,0,0.005579315665012975,0.35,-0.033499999999999974,1
"('2006', 0)",0.9486832980505154,1.0540925533894516,LLTC,2006,0,0.005579315665012975,0.35,-0.033499999999999974,1
"('2006', 0)",0.9486832980505154,1.0540925533894516,LLTC,2006,0,0.005579315665012975,0.35,-0.033499999999999974,1
"('2006', 0)",0.9486832980505154,1.0540925533894516,LLTC,2006,0,0.005579315665012975,0.35,-0.033499999999999974,1
"('2006', 0)",0.9486832980505154,1.0540925533894516,LLTC,2006,0,0.005579315665012975,0.35,-0.033499999999999974,1
"('2006', 0)",0.9486832980505154,1.0540925533894516,LLTC,2006,0,0.005579315665012975,0.35,-0.033499999999999974,1
"('2006', 0)",0.9486832980505154,1.0540925533894516,LLTC,2006,0,0.005579315665012975,0.35,-0.033499999999999974,1
"('2006', 1)",0.26726124191242434,0.26726124191242434,LLTC,2006,1,0.0,0.375,-0.03859999999999997,0
"('2006', 1)",0.26726124191242434,0.26726124191242434,LLTC,2006,1,0.0,0.375,-0.03859999999999997,0
"('2006', 1)",0.26726124191242434,0.26726124191242434,LLTC,2006,1,0.0,0.375,-0.03859999999999997,0
"('2006', 1)",0.26726124191242434,0.26726124191242434,LLTC,2006,1,0.0,0.375,-0.03859999999999997,0
"('2006', 1)",0.26726124191242434,0.26726124191242434,LLTC,2006,1,0.0,0.375,-0.03859999999999997,0
"('2006', 1)",0.26726124191242434,0.26726124191242434,LLTC,2006,1,0.0,0.375,-0.03859999999999997,0
"('2006', 3)",,,LLTC,2006,3,0.0,0.37,-0.05410000000000004,1
"('2007', 0)",,,LLTC,2007,0,0.0,0.36,-0.03149999999999997,0
"('2007', 1)",-0.9428090415820634,-0.9428090415820634,LLTC,2007,1,0.0,0.36,0.17280000000000006,1
"('2007', 1)",-0.9428090415820634,-0.9428090415820634,LLTC,2007,1,0.0,0.36,0.17280000000000006,1
"('2007', 2)",-1.5556349186104073,-1.5556349186104073,LLTC,2007,2,0.0,0.41500000000000004,-0.02849999999999997,0
"('2007', 2)",-1.5556349186104073,-1.5556349186104073,LLTC,2007,2,0.0,0.41500000000000004,-0.02849999999999997,0
"('2009', 2)",-1.0,-1.0,LLTC,2009,2,0.0,0.26,0.08590000000000009,0
"('2009', 2)",-1.0,-1.0,LLTC,2009,2,0.0,0.26,0.08590000000000009,0
"('2009', 2)",-1.0,-1.0,LLTC,2009,2,0.0,0.26,0.08590000000000009,0
"('2009', 3)",0.0,-0.39858531829162613,LLTC,2009,3,-0.027389367810066432,0.29,-0.0695,0
"('2009', 3)",0.0,-0.39858531829162613,LLTC,2009,3,-0.027389367810066432,0.29,-0.0695,0
"('2009', 3)",0.0,-0.39858531829162613,LLTC,2009,3,-0.027389367810066432,0.29,-0.0695,0
"('2009', 3)",0.0,-0.39858531829162613,LLTC,2009,3,-0.027389367810066432,0.29,-0.0695,0
"('2009', 3)",0.0,-0.39858531829162613,LLTC,2009,3,-0.027389367810066432,0.29,-0.0695,0
"('2009', 3)",0.0,-0.39858531829162613,LLTC,2009,3,-0.027389367810066432,0.29,-0.0695,0
"('2009', 3)",0.0,-0.39858531829162613,LLTC,2009,3,-0.027389367810066432,0.29,-0.0695,0
"('2009', 3)",0.0,-0.39858531829162613,LLTC,2009,3,-0.027389367810066432,0.29,-0.0695,0
"('2009', 3)",0.0,-0.39858531829162613,LLTC,2009,3,-0.027389367810066432,0.29,-0.0695,0
"('2009', 3)",0.0,-0.39858531829162613,LLTC,2009,3,-0.027389367810066432,0.29,-0.0695,0
"('2009', 3)",0.0,-0.39858531829162613,LLTC,2009,3,-0.027389367810066432,0.29,-0.0695,0
"('2010', 0)",-1.3764944032233697,-2.1412135161252306,LLTC,2010,0,-0.027896578325067107,0.36,-0.09689999999999999,1
"('2010', 0)",-1.3764944032233697,-2.1412135161252306,LLTC,2010,0,-0.027896578325067107,0.36,-0.09689999999999999,1
"('2010', 0)",-1.3764944032233697,-2.1412135161252306,LLTC,2010,0,-0.027896578325067107,0.36,-0.09689999999999999,1
"('2010', 0)",-1.3764944032233697,-2.1412135161252306,LLTC,2010,0,-0.027896578325067107,0.36,-0.09689999999999999,1
"('2010', 0)",-1.3764944032233697,-2.1412135161252306,LLTC,2010,0,-0.027896578325067107,0.36,-0.09689999999999999,1
"('2010', 0)",-1.3764944032233697,-2.1412135161252306,LLTC,2010,0,-0.027896578325067107,0.36,-0.09689999999999999,1
"('2010', 0)",-1.3764944032233697,-2.1412135161252306,LLTC,2010,0,-0.027896578325067107,0.36,-0.09689999999999999,1
"('2010', 0)",-1.3764944032233697,-2.1412135161252306,LLTC,2010,0,-0.027896578325067107,0.36,-0.09689999999999999,1
"('2010', 0)",-1.3764944032233697,-2.1412135161252306,LLTC,2010,0,-0.027896578325067107,0.36,-0.09689999999999999,1
"('2010', 1)",-2.617934788056632,-2.7250321202953134,LLTC,2010,1,-0.008216810343019985,0.5,0.023900000000000032,0
"('2010', 1)",-2.617934788056632,-2.7250321202953134,LLTC,2010,1,-0.008216810343019985,0.5,0.023900000000000032,0
"('2010', 1)",-2.617934788056632,-2.7250321202953134,LLTC,2010,1,-0.008216810343019985,0.5,0.023900000000000032,0
"('2010', 1)",-2.617934788056632,-2.7250321202953134,LLTC,2010,1,-0.008216810343019985,0.5,0.023900000000000032,0
"('2010', 1)",-2.617934788056632,-2.7250321202953134,LLTC,2010,1,-0.008216810343019985,0.5,0.023900000000000032,0
"('2010', 1)",-2.617934788056632,-2.7250321202953134,LLTC,2010,1,-0.008216810343019985,0.5,0.023900000000000032,0
"('2010', 1)",-2.617934788056632,-2.7250321202953134,LLTC,2010,1,-0.008216810343019985,0.5,0.023900000000000032,0
"('2010', 1)",-2.617934788056632,-2.7250321202953134,LLTC,2010,1,-0.008216810343019985,0.5,0.023900000000000032,0
"('2010', 1)",-2.617934788056632,-2.7250321202953134,LLTC,2010,1,-0.008216810343019985,0.5,0.023900000000000032,0
"('2010', 1)",-2.617934788056632,-2.7250321202953134,LLTC,2010,1,-0.008216810343019985,0.5,0.023900000000000032,0
"('2010', 1)",-2.617934788056632,-2.7250321202953134,LLTC,2010,1,-0.008216810343019985,0.5,0.023900000000000032,0
"('2010', 2)",-0.7236798601631943,-0.27339016939498767,LLTC,2010,2,0.062488335448150786,0.61,0.005400000000000071,0
"('2010', 2)",-0.7236798601631943,-0.27339016939498767,LLTC,2010,2,0.062488335448150786,0.61,0.005400000000000071,0
"('2010', 2)",-0.7236798601631943,-0.27339016939498767,LLTC,2010,2,0.062488335448150786,0.61,0.005400000000000071,0
"('2010', 2)",-0.7236798601631943,-0.27339016939498767,LLTC,2010,2,0.062488335448150786,0.61,0.005400000000000071,0
"('2010', 2)",-0.7236798601631943,-0.27339016939498767,LLTC,2010,2,0.062488335448150786,0.61,0.005400000000000071,0
"('2010', 2)",-0.7236798601631943,-0.27339016939498767,LLTC,2010,2,0.062488335448150786,0.61,0.005400000000000071,0
"('2010', 2)",-0.7236798601631943,-0.27339016939498767,LLTC,2010,2,0.062488335448150786,0.61,0.005400000000000071,0
"('2010', 2)",-0.7236798601631943,-0.27339016939498767,LLTC,2010,2,0.062488335448150786,0.61,0.005400000000000071,0
"('2010', 2)",-0.7236798601631943,-0.27339016939498767,LLTC,2010,2,0.062488335448150786,0.61,0.005400000000000071,0
"('2010', 3)",6.2374494046836055,5.984053022618336,LLTC,2010,3,-0.008159749160082176,0.58,-0.012700000000000045,0
"('2010', 3)",6.2374494046836055,5.984053022618336,LLTC,2010,3,-0.008159749160082176,0.58,-0.012700000000000045,0
"('2010', 3)",6.2374494046836055,5.984053022618336,LLTC,2010,3,-0.008159749160082176,0.58,-0.012700000000000045,0
"('2010', 3)",6.2374494046836055,5.984053022618336,LLTC,2010,3,-0.008159749160082176,0.58,-0.012700000000000045,0
"('2010', 3)",6.2374494046836055,5.984053022618336,LLTC,2010,3,-0.008159749160082176,0.58,-0.012700000000000045,0
"('2010', 3)",6.2374494046836055,5.984053022618336,LLTC,2010,3,-0.008159749160082176,0.58,-0.012700000000000045,0
"('2010', 3)",6.2374494046836055,5.984053022618336,LLTC,2010,3,-0.008159749160082176,0.58,-0.012700000000000045,0
"('2010', 3)",6.2374494046836055,5.984053022618336,LLTC,2010,3,-0.008159749160082176,0.58,-0.012700000000000045,0
"('2011', 0)",6.015472548389747,6.548995612548469,LLTC,2011,0,0.03651915708008746,0.5579999999999999,-0.029299999999999993,0
"('2011', 0)",6.015472548389747,6.548995612548469,LLTC,2011,0,0.03651915708008746,0.5579999999999999,-0.029299999999999993,0
"('2011', 0)",6.015472548389747,6.548995612548469,LLTC,2011,0,0.03651915708008746,0.5579999999999999,-0.029299999999999993,0
"('2011', 0)",6.015472548389747,6.548995612548469,LLTC,2011,0,0.03651915708008746,0.5579999999999999,-0.029299999999999993,0
"('2011', 0)",6.015472548389747,6.548995612548469,LLTC,2011,0,0.03651915708008746,0.5579999999999999,-0.029299999999999993,0
"('2011', 0)",6.015472548389747,6.548995612548469,LLTC,2011,0,0.03651915708008746,0.5579999999999999,-0.029299999999999993,0
"('2011', 0)",6.015472548389747,6.548995612548469,LLTC,2011,0,0.03651915708008746,0.5579999999999999,-0.029299999999999993,0
"('2011', 0)",6.015472548389747,6.548995612548469,LLTC,2011,0,0.03651915708008746,0.5579999999999999,-0.029299999999999993,0
"('2011', 0)",6.015472548389747,6.548995612548469,LLTC,2011,0,0.03651915708008746,0.5579999999999999,-0.029299999999999993,0
"('2011', 0)",6.015472548389747,6.548995612548469,LLTC,2011,0,0.03651915708008746,0.5579999999999999,-0.029299999999999993,0
"('2011', 0)",6.015472548389747,6.548995612548469,LLTC,2011,0,0.03651915708008746,0.5579999999999999,-0.029299999999999993,0
"('2011', 1)",2.371708245126283,2.6879360111431216,LLTC,2011,1,0.050213840985121515,0.545,0.040000000000000036,0
"('2011', 1)",2.371708245126283,2.6879360111431216,LLTC,2011,1,0.050213840985121515,0.545,0.040000000000000036,0
"('2011', 1)",2.371708245126283,2.6879360111431216,LLTC,2011,1,0.050213840985121515,0.545,0.040000000000000036,0
"('2011', 1)",2.371708245126283,2.6879360111431216,LLTC,2011,1,0.050213840985121515,0.545,0.040000000000000036,0
"('2011', 1)",2.371708245126283,2.6879360111431216,LLTC,2011,1,0.050213840985121515,0.545,0.040000000000000036,0
"('2011', 1)",2.371708245126283,2.6879360111431216,LLTC,2011,1,0.050213840985121515,0.545,0.040000000000000036,0
"('2011', 1)",2.371708245126283,2.6879360111431216,LLTC,2011,1,0.050213840985121515,0.545,0.040000000000000036,0
"('2011', 1)",2.371708245126283,2.6879360111431216,LLTC,2011,1,0.050213840985121515,0.545,0.040000000000000036,0
"('2011', 2)",25.46624062881498,25.58750844133315,LLTC,2011,2,0.005021384098512152,0.48,-0.13849999999999996,1
"('2011', 2)",25.46624062881498,25.58750844133315,LLTC,2011,2,0.005021384098512152,0.48,-0.13849999999999996,1
"('2011', 2)",25.46624062881498,25.58750844133315,LLTC,2011,2,0.005021384098512152,0.48,-0.13849999999999996,1
"('2011', 2)",25.46624062881498,25.58750844133315,LLTC,2011,2,0.005021384098512152,0.48,-0.13849999999999996,1
"('2011', 2)",25.46624062881498,25.58750844133315,LLTC,2011,2,0.005021384098512152,0.48,-0.13849999999999996,1
"('2011', 2)",25.46624062881498,25.58750844133315,LLTC,2011,2,0.005021384098512152,0.48,-0.13849999999999996,1
"('2011', 2)",25.46624062881498,25.58750844133315,LLTC,2011,2,0.005021384098512152,0.48,-0.13849999999999996,1
"('2011', 2)",25.46624062881498,25.58750844133315,LLTC,2011,2,0.005021384098512152,0.48,-0.13849999999999996,1
"('2011', 2)",25.46624062881498,25.58750844133315,LLTC,2011,2,0.005021384098512152,0.48,-0.13849999999999996,1
"('2011', 3)",6.986611915871107,7.144570098316888,LLTC,2011,3,0.013055598656131538,0.375,0.00869999999999993,0
"('2011', 3)",6.986611915871107,7.144570098316888,LLTC,2011,3,0.013055598656131538,0.375,0.00869999999999993,0
"('2011', 3)",6.986611915871107,7.144570098316888,LLTC,2011,3,0.013055598656131538,0.375,0.00869999999999993,0
"('2011', 3)",6.986611915871107,7.144570098316888,LLTC,2011,3,0.013055598656131538,0.375,0.00869999999999993,0
"('2011', 3)",6.986611915871107,7.144570098316888,LLTC,2011,3,0.013055598656131538,0.375,0.00869999999999993,0
"('2011', 3)",6.986611915871107,7.144570098316888,LLTC,2011,3,0.013055598656131538,0.375,0.00869999999999993,0
"('2011', 3)",6.986611915871107,7.144570098316888,LLTC,2011,3,0.013055598656131538,0.375,0.00869999999999993,0
"('2011', 3)",6.986611915871107,7.144570098316888,LLTC,2011,3,0.013055598656131538,0.375,0.00869999999999993,0
"('2011', 3)",6.986611915871107,7.144570098316888,LLTC,2011,3,0.013055598656131538,0.375,0.00869999999999993,0
"('2011', 3)",6.986611915871107,7.144570098316888,LLTC,2011,3,0.013055598656131538,0.375,0.00869999999999993,0
"('2012', 0)",-0.2998501124063319,-0.5097451910907742,LLTC,2012,0,-0.007029937737917346,0.412,0.1157999999999999,0
"('2012', 0)",-0.2998501124063319,-0.5097451910907742,LLTC,2012,0,-0.007029937737917346,0.412,0.1157999999999999,0
"('2012', 0)",-0.2998501124063319,-0.5097451910907742,LLTC,2012,0,-0.007029937737917346,0.412,0.1157999999999999,0
"('2012', 0)",-0.2998501124063319,-0.5097451910907742,LLTC,2012,0,-0.007029937737917346,0.412,0.1157999999999999,0
"('2012', 0)",-0.2998501124063319,-0.5097451910907742,LLTC,2012,0,-0.007029937737917346,0.412,0.1157999999999999,0
"('2012', 0)",-0.2998501124063319,-0.5097451910907742,LLTC,2012,0,-0.007029937737917346,0.412,0.1157999999999999,0
"('2012', 0)",-0.2998501124063319,-0.5097451910907742,LLTC,2012,0,-0.007029937737917346,0.412,0.1157999999999999,0
"('2012', 0)",-0.2998501124063319,-0.5097451910907742,LLTC,2012,0,-0.007029937737917346,0.412,0.1157999999999999,0
"('2012', 0)",-0.2998501124063319,-0.5097451910907742,LLTC,2012,0,-0.007029937737917346,0.412,0.1157999999999999,0
"('2012', 0)",-0.2998501124063319,-0.5097451910907742,LLTC,2012,0,-0.007029937737917346,0.412,0.1157999999999999,0
"('2012', 1)",-0.4482888075756198,-0.7492827212335363,LLTC,2012,1,-0.03371500751858163,0.45,-0.017199999999999993,0
"('2012', 1)",-0.4482888075756198,-0.7492827212335363,LLTC,2012,1,-0.03371500751858163,0.45,-0.017199999999999993,0
"('2012', 1)",-0.4482888075756198,-0.7492827212335363,LLTC,2012,1,-0.03371500751858163,0.45,-0.017199999999999993,0
"('2012', 1)",-0.4482888075756198,-0.7492827212335363,LLTC,2012,1,-0.03371500751858163,0.45,-0.017199999999999993,0
"('2012', 1)",-0.4482888075756198,-0.7492827212335363,LLTC,2012,1,-0.03371500751858163,0.45,-0.017199999999999993,0
"('2012', 1)",-0.4482888075756198,-0.7492827212335363,LLTC,2012,1,-0.03371500751858163,0.45,-0.017199999999999993,0
"('2012', 1)",-0.4482888075756198,-0.7492827212335363,LLTC,2012,1,-0.03371500751858163,0.45,-0.017199999999999993,0
"('2012', 1)",-0.4482888075756198,-0.7492827212335363,LLTC,2012,1,-0.03371500751858163,0.45,-0.017199999999999993,0
"('2012', 1)",-0.4482888075756198,-0.7492827212335363,LLTC,2012,1,-0.03371500751858163,0.45,-0.017199999999999993,0
"('2012', 1)",-0.4482888075756198,-0.7492827212335363,LLTC,2012,1,-0.03371500751858163,0.45,-0.017199999999999993,0
"('2012', 1)",-0.4482888075756198,-0.7492827212335363,LLTC,2012,1,-0.03371500751858163,0.45,-0.017199999999999993,0
"('2012', 1)",-0.4482888075756198,-0.7492827212335363,LLTC,2012,1,-0.03371500751858163,0.45,-0.017199999999999993,0
"('2012', 1)",-0.4482888075756198,-0.7492827212335363,LLTC,2012,1,-0.03371500751858163,0.45,-0.017199999999999993,0
"('2012', 1)",-0.4482888075756198,-0.7492827212335363,LLTC,2012,1,-0.03371500751858163,0.45,-0.017199999999999993,0
"('2012', 2)",0.0,-0.4646063181199849,LLTC,2012,2,-0.03514968868958534,0.45,0.09400000000000008,0
"('2012', 2)",0.0,-0.4646063181199849,LLTC,2012,2,-0.03514968868958534,0.45,0.09400000000000008,0
"('2012', 2)",0.0,-0.4646063181199849,LLTC,2012,2,-0.03514968868958534,0.45,0.09400000000000008,0
"('2012', 2)",0.0,-0.4646063181199849,LLTC,2012,2,-0.03514968868958534,0.45,0.09400000000000008,0
"('2012', 2)",0.0,-0.4646063181199849,LLTC,2012,2,-0.03514968868958534,0.45,0.09400000000000008,0
"('2012', 2)",0.0,-0.4646063181199849,LLTC,2012,2,-0.03514968868958534,0.45,0.09400000000000008,0
"('2012', 2)",0.0,-0.4646063181199849,LLTC,2012,2,-0.03514968868958534,0.45,0.09400000000000008,0
"('2012', 2)",0.0,-0.4646063181199849,LLTC,2012,2,-0.03514968868958534,0.45,0.09400000000000008,0
"('2012', 2)",0.0,-0.4646063181199849,LLTC,2012,2,-0.03514968868958534,0.45,0.09400000000000008,0
"('2012', 2)",0.0,-0.4646063181199849,LLTC,2012,2,-0.03514968868958534,0.45,0.09400000000000008,0
"('2012', 2)",0.0,-0.4646063181199849,LLTC,2012,2,-0.03514968868958534,0.45,0.09400000000000008,0
"('2013', 0)",-0.845154254728516,-1.1268723396380218,LLTC,2013,0,-0.050213840985121515,0.43,0.02950000000000008,0
"('2013', 0)",-0.845154254728516,-1.1268723396380218,LLTC,2013,0,-0.050213840985121515,0.43,0.02950000000000008,0
"('2013', 0)",-0.845154254728516,-1.1268723396380218,LLTC,2013,0,-0.050213840985121515,0.43,0.02950000000000008,0
"('2013', 0)",-0.845154254728516,-1.1268723396380218,LLTC,2013,0,-0.050213840985121515,0.43,0.02950000000000008,0
"('2013', 0)",-0.845154254728516,-1.1268723396380218,LLTC,2013,0,-0.050213840985121515,0.43,0.02950000000000008,0
"('2013', 0)",-0.845154254728516,-1.1268723396380218,LLTC,2013,0,-0.050213840985121515,0.43,0.02950000000000008,0
"('2013', 0)",-0.845154254728516,-1.1268723396380218,LLTC,2013,0,-0.050213840985121515,0.43,0.02950000000000008,0
"('2013', 0)",-0.845154254728516,-1.1268723396380218,LLTC,2013,0,-0.050213840985121515,0.43,0.02950000000000008,0
"('2013', 0)",-0.845154254728516,-1.1268723396380218,LLTC,2013,0,-0.050213840985121515,0.43,0.02950000000000008,0
