,surprise_median_fa,surprise_mean_fa,TICKER,year,quarternum,Skew,Kurtosis,delta_return,Y
"('2005', 0)",,,BC,2005,0,0.0,0.58,0.019300000000000095,0
"('2005', 3)",,,BC,2005,3,0.0,0.71,0.052200000000000024,1
"('2006', 3)",24.557624540596837,24.206801332874026,BC,2006,3,-0.020085536394048607,0.2,-0.038799999999999946,1
"('2006', 3)",24.557624540596837,24.206801332874026,BC,2006,3,-0.020085536394048607,0.2,-0.038799999999999946,1
"('2006', 3)",24.557624540596837,24.206801332874026,BC,2006,3,-0.020085536394048607,0.2,-0.038799999999999946,1
"('2006', 3)",24.557624540596837,24.206801332874026,BC,2006,3,-0.020085536394048607,0.2,-0.038799999999999946,1
"('2006', 3)",24.557624540596837,24.206801332874026,BC,2006,3,-0.020085536394048607,0.2,-0.038799999999999946,1
"('2008', 1)",1.7022941028565033,1.7022941028565033,BC,2008,1,0.0,-0.53,0.0019000000000000128,1
"('2008', 1)",1.7022941028565033,1.7022941028565033,BC,2008,1,0.0,-0.53,0.0019000000000000128,1
"('1996', 2)",,,BGEN,1996,2,0.0,0.2025,0.17389999999999994,1
"('1996', 3)",inf,inf,BGEN,1996,3,0.0,0.03,0.17389999999999994,0
"('1996', 3)",inf,inf,BGEN,1996,3,0.0,0.03,0.17389999999999994,0
"('1999', 2)",-0.7071067811865446,-0.7071067811865446,BGEN,1999,2,0.0,0.35,0.17389999999999994,1
"('1999', 2)",-0.7071067811865446,-0.7071067811865446,BGEN,1999,2,0.0,0.35,0.17389999999999994,1
"('2001', 0)",,,BGEN,2001,0,0.0,0.45,0.15179999999999993,1
"('2002', 1)",,,BGEN,2002,1,0.0,0.32,-0.01539999999999997,0
"('2003', 0)",10.606601717798204,10.606601717798204,BGEN,2003,0,0.0,0.355,0.049800000000000066,1
"('2003', 0)",10.606601717798204,10.606601717798204,BGEN,2003,0,0.0,0.355,0.049800000000000066,1
"('2003', 1)",13.435028842544424,13.435028842544424,BGEN,2003,1,0.0,0.405,0.05830000000000002,0
"('2003', 1)",13.435028842544424,13.435028842544424,BGEN,2003,1,0.0,0.405,0.05830000000000002,0
"('1997', 2)",,,C,1997,2,0.0,0.95,0.015900000000000025,0
"('2000', 1)",,,CELG,2000,1,0.0,-0.0038,0.05049999999999999,0
"('2000', 3)",,,CELG,2000,3,0.0,0.005,0.05049999999999999,0
"('2004', 0)",,,CELG,2004,0,0.0,0.0088,0.05049999999999999,1
"('2004', 1)",,,CELG,2004,1,0.0,0.0138,0.05049999999999999,1
"('2005', 3)",0.4803844614152612,0.8006407690254355,CELG,2005,3,0.008368973497520247,0.0125,0.05049999999999999,0
"('2005', 3)",0.4803844614152612,0.8006407690254355,CELG,2005,3,0.008368973497520247,0.0125,0.05049999999999999,0
"('2005', 3)",0.4803844614152612,0.8006407690254355,CELG,2005,3,0.008368973497520247,0.0125,0.05049999999999999,0
"('2006', 0)",-1.003418813391743,-1.0512006616484926,CELG,2006,0,-0.004184486748760097,0.027500000000000004,0.05049999999999999,1
"('2006', 0)",-1.003418813391743,-1.0512006616484926,CELG,2006,0,-0.004184486748760097,0.027500000000000004,0.05049999999999999,1
"('2006', 0)",-1.003418813391743,-1.0512006616484926,CELG,2006,0,-0.004184486748760097,0.027500000000000004,0.05049999999999999,1
"('2006', 0)",-1.003418813391743,-1.0512006616484926,CELG,2006,0,-0.004184486748760097,0.027500000000000004,0.05049999999999999,1
"('2006', 0)",-1.003418813391743,-1.0512006616484926,CELG,2006,0,-0.004184486748760097,0.027500000000000004,0.05049999999999999,1
"('2006', 0)",-1.003418813391743,-1.0512006616484926,CELG,2006,0,-0.004184486748760097,0.027500000000000004,0.05049999999999999,1
"('2006', 1)",0.7947194142390263,0.9933992677987831,CELG,2006,1,0.006276730123140189,0.04,0.05049999999999999,1
"('2006', 1)",0.7947194142390263,0.9933992677987831,CELG,2006,1,0.006276730123140189,0.04,0.05049999999999999,1
"('2006', 1)",0.7947194142390263,0.9933992677987831,CELG,2006,1,0.006276730123140189,0.04,0.05049999999999999,1
"('2006', 1)",0.7947194142390263,0.9933992677987831,CELG,2006,1,0.006276730123140189,0.04,0.05049999999999999,1
"('2006', 2)",0.8660254037844383,0.8660254037844395,CELG,2006,2,3.484285151034263e-17,0.05,0.05049999999999999,0
"('2006', 2)",0.8660254037844383,0.8660254037844395,CELG,2006,2,3.484285151034263e-17,0.05,0.05049999999999999,0
"('2006', 2)",0.8660254037844383,0.8660254037844395,CELG,2006,2,3.484285151034263e-17,0.05,0.05049999999999999,0
"('2006', 2)",0.8660254037844383,0.8660254037844395,CELG,2006,2,3.484285151034263e-17,0.05,0.05049999999999999,0
"('2006', 2)",0.8660254037844383,0.8660254037844395,CELG,2006,2,3.484285151034263e-17,0.05,0.05049999999999999,0
"('2006', 2)",0.8660254037844383,0.8660254037844395,CELG,2006,2,3.484285151034263e-17,0.05,0.05049999999999999,0
"('2006', 2)",0.8660254037844383,0.8660254037844395,CELG,2006,2,3.484285151034263e-17,0.05,0.05049999999999999,0
"('2006', 3)",1.367949973030034,1.3028094981238418,CELG,2006,3,-0.0035867029275086846,0.06,0.05049999999999999,0
"('2006', 3)",1.367949973030034,1.3028094981238418,CELG,2006,3,-0.0035867029275086846,0.06,0.05049999999999999,0
"('2006', 3)",1.367949973030034,1.3028094981238418,CELG,2006,3,-0.0035867029275086846,0.06,0.05049999999999999,0
"('2006', 3)",1.367949973030034,1.3028094981238418,CELG,2006,3,-0.0035867029275086846,0.06,0.05049999999999999,0
"('2006', 3)",1.367949973030034,1.3028094981238418,CELG,2006,3,-0.0035867029275086846,0.06,0.05049999999999999,0
"('2006', 3)",1.367949973030034,1.3028094981238418,CELG,2006,3,-0.0035867029275086846,0.06,0.05049999999999999,0
"('2006', 3)",1.367949973030034,1.3028094981238418,CELG,2006,3,-0.0035867029275086846,0.06,0.05049999999999999,0
"('2007', 0)",-0.19973386548424046,-0.13315591032282661,CELG,2007,0,0.00418448674876015,0.0925,-0.03069999999999995,0
"('2007', 0)",-0.19973386548424046,-0.13315591032282661,CELG,2007,0,0.00418448674876015,0.0925,-0.03069999999999995,0
"('2007', 0)",-0.19973386548424046,-0.13315591032282661,CELG,2007,0,0.00418448674876015,0.0925,-0.03069999999999995,0
"('2007', 0)",-0.19973386548424046,-0.13315591032282661,CELG,2007,0,0.00418448674876015,0.0925,-0.03069999999999995,0
"('2007', 0)",-0.19973386548424046,-0.13315591032282661,CELG,2007,0,0.00418448674876015,0.0925,-0.03069999999999995,0
"('2007', 0)",-0.19973386548424046,-0.13315591032282661,CELG,2007,0,0.00418448674876015,0.0925,-0.03069999999999995,0
"('2007', 1)",0.0,0.14509525002200355,CELG,2007,1,0.010042768197024373,0.1,0.03990000000000005,0
"('2007', 1)",0.0,0.14509525002200355,CELG,2007,1,0.010042768197024373,0.1,0.03990000000000005,0
"('2007', 1)",0.0,0.14509525002200355,CELG,2007,1,0.010042768197024373,0.1,0.03990000000000005,0
"('2007', 1)",0.0,0.14509525002200355,CELG,2007,1,0.010042768197024373,0.1,0.03990000000000005,0
"('2007', 1)",0.0,0.14509525002200355,CELG,2007,1,0.010042768197024373,0.1,0.03990000000000005,0
"('2007', 1)",0.0,0.14509525002200355,CELG,2007,1,0.010042768197024373,0.1,0.03990000000000005,0
"('2007', 1)",0.0,0.14509525002200355,CELG,2007,1,0.010042768197024373,0.1,0.03990000000000005,0
"('2007', 1)",0.0,0.14509525002200355,CELG,2007,1,0.010042768197024373,0.1,0.03990000000000005,0
"('2007', 1)",0.0,0.14509525002200355,CELG,2007,1,0.010042768197024373,0.1,0.03990000000000005,0
"('2007', 1)",0.0,0.14509525002200355,CELG,2007,1,0.010042768197024373,0.1,0.03990000000000005,0
"('2007', 2)",0.43852900965351505,0.6577935144802719,CELG,2007,2,0.025106920492560688,0.12,-0.008099999999999996,0
"('2007', 2)",0.43852900965351505,0.6577935144802719,CELG,2007,2,0.025106920492560688,0.12,-0.008099999999999996,0
"('2007', 2)",0.43852900965351505,0.6577935144802719,CELG,2007,2,0.025106920492560688,0.12,-0.008099999999999996,0
"('2007', 2)",0.43852900965351505,0.6577935144802719,CELG,2007,2,0.025106920492560688,0.12,-0.008099999999999996,0
"('2007', 2)",0.43852900965351505,0.6577935144802719,CELG,2007,2,0.025106920492560688,0.12,-0.008099999999999996,0
"('2007', 2)",0.43852900965351505,0.6577935144802719,CELG,2007,2,0.025106920492560688,0.12,-0.008099999999999996,0
"('2007', 3)",-0.13034968771510985,0.1777495741569668,CELG,2007,3,0.05934363025514338,0.15,-0.0009000000000000119,0
"('2007', 3)",-0.13034968771510985,0.1777495741569668,CELG,2007,3,0.05934363025514338,0.15,-0.0009000000000000119,0
"('2007', 3)",-0.13034968771510985,0.1777495741569668,CELG,2007,3,0.05934363025514338,0.15,-0.0009000000000000119,0
"('2007', 3)",-0.13034968771510985,0.1777495741569668,CELG,2007,3,0.05934363025514338,0.15,-0.0009000000000000119,0
"('2007', 3)",-0.13034968771510985,0.1777495741569668,CELG,2007,3,0.05934363025514338,0.15,-0.0009000000000000119,0
"('2007', 3)",-0.13034968771510985,0.1777495741569668,CELG,2007,3,0.05934363025514338,0.15,-0.0009000000000000119,0
"('2007', 3)",-0.13034968771510985,0.1777495741569668,CELG,2007,3,0.05934363025514338,0.15,-0.0009000000000000119,0
"('2007', 3)",-0.13034968771510985,0.1777495741569668,CELG,2007,3,0.05934363025514338,0.15,-0.0009000000000000119,0
"('2007', 3)",-0.13034968771510985,0.1777495741569668,CELG,2007,3,0.05934363025514338,0.15,-0.0009000000000000119,0
"('2007', 3)",-0.13034968771510985,0.1777495741569668,CELG,2007,3,0.05934363025514338,0.15,-0.0009000000000000119,0
"('2007', 3)",-0.13034968771510985,0.1777495741569668,CELG,2007,3,0.05934363025514338,0.15,-0.0009000000000000119,0
"('2008', 0)",0.3422196714981103,0.8441418563620066,CELG,2008,0,0.0920587084727228,0.14250000000000002,0.0008999999999999009,0
"('2008', 0)",0.3422196714981103,0.8441418563620066,CELG,2008,0,0.0920587084727228,0.14250000000000002,0.0008999999999999009,0
"('2008', 0)",0.3422196714981103,0.8441418563620066,CELG,2008,0,0.0920587084727228,0.14250000000000002,0.0008999999999999009,0
"('2008', 0)",0.3422196714981103,0.8441418563620066,CELG,2008,0,0.0920587084727228,0.14250000000000002,0.0008999999999999009,0
"('2008', 0)",0.3422196714981103,0.8441418563620066,CELG,2008,0,0.0920587084727228,0.14250000000000002,0.0008999999999999009,0
"('2008', 0)",0.3422196714981103,0.8441418563620066,CELG,2008,0,0.0920587084727228,0.14250000000000002,0.0008999999999999009,0
"('2008', 1)",1.6595476373565583,1.6002780788795374,CELG,2008,1,-0.0035867029275087193,0.16,-0.06999999999999995,0
"('2008', 1)",1.6595476373565583,1.6002780788795374,CELG,2008,1,-0.0035867029275087193,0.16,-0.06999999999999995,0
"('2008', 1)",1.6595476373565583,1.6002780788795374,CELG,2008,1,-0.0035867029275087193,0.16,-0.06999999999999995,0
"('2008', 1)",1.6595476373565583,1.6002780788795374,CELG,2008,1,-0.0035867029275087193,0.16,-0.06999999999999995,0
"('2008', 1)",1.6595476373565583,1.6002780788795374,CELG,2008,1,-0.0035867029275087193,0.16,-0.06999999999999995,0
"('2008', 1)",1.6595476373565583,1.6002780788795374,CELG,2008,1,-0.0035867029275087193,0.16,-0.06999999999999995,0
"('2008', 1)",1.6595476373565583,1.6002780788795374,CELG,2008,1,-0.0035867029275087193,0.16,-0.06999999999999995,0
"('2008', 2)",0.7728810598943174,0.6011297132511347,CELG,2008,2,-0.0083689734975203,0.1775,0.007400000000000073,1
"('2008', 2)",0.7728810598943174,0.6011297132511347,CELG,2008,2,-0.0083689734975203,0.1775,0.007400000000000073,1
"('2008', 2)",0.7728810598943174,0.6011297132511347,CELG,2008,2,-0.0083689734975203,0.1775,0.007400000000000073,1
"('2008', 2)",0.7728810598943174,0.6011297132511347,CELG,2008,2,-0.0083689734975203,0.1775,0.007400000000000073,1
"('2008', 2)",0.7728810598943174,0.6011297132511347,CELG,2008,2,-0.0083689734975203,0.1775,0.007400000000000073,1
"('2008', 2)",0.7728810598943174,0.6011297132511347,CELG,2008,2,-0.0083689734975203,0.1775,0.007400000000000073,1
"('2008', 3)",0.7402332101976061,0.5181632471383243,CELG,2008,3,-0.015064152295536454,0.19,0.05269999999999997,0
"('2008', 3)",0.7402332101976061,0.5181632471383243,CELG,2008,3,-0.015064152295536454,0.19,0.05269999999999997,0
"('2008', 3)",0.7402332101976061,0.5181632471383243,CELG,2008,3,-0.015064152295536454,0.19,0.05269999999999997,0
"('2008', 3)",0.7402332101976061,0.5181632471383243,CELG,2008,3,-0.015064152295536454,0.19,0.05269999999999997,0
"('2008', 3)",0.7402332101976061,0.5181632471383243,CELG,2008,3,-0.015064152295536454,0.19,0.05269999999999997,0
"('2009', 0)",0.0,-0.04564354645876516,CELG,2009,0,-0.005021384098512291,0.215,0.022399999999999975,0
"('2009', 0)",0.0,-0.04564354645876516,CELG,2009,0,-0.005021384098512291,0.215,0.022399999999999975,0
"('2009', 0)",0.0,-0.04564354645876516,CELG,2009,0,-0.005021384098512291,0.215,0.022399999999999975,0
"('2009', 0)",0.0,-0.04564354645876516,CELG,2009,0,-0.005021384098512291,0.215,0.022399999999999975,0
"('2009', 0)",0.0,-0.04564354645876516,CELG,2009,0,-0.005021384098512291,0.215,0.022399999999999975,0
"('2009', 1)",0.8164965809277263,0.8164965809277263,CELG,2009,1,0.0,0.215,-0.04730000000000001,1
"('2009', 1)",0.8164965809277263,0.8164965809277263,CELG,2009,1,0.0,0.215,-0.04730000000000001,1
"('2009', 1)",0.8164965809277263,0.8164965809277263,CELG,2009,1,0.0,0.215,-0.04730000000000001,1
"('2009', 1)",0.8164965809277263,0.8164965809277263,CELG,2009,1,0.0,0.215,-0.04730000000000001,1
"('2009', 1)",0.8164965809277263,0.8164965809277263,CELG,2009,1,0.0,0.215,-0.04730000000000001,1
"('2009', 2)",,,CELG,2009,2,0.0,0.25,-0.02090000000000003,0
"('2009', 3)",,,CELG,2009,3,0.0,0.295,-0.07289999999999996,0
"('2010', 0)",,,CELG,2010,0,0.0,0.275,0.00649999999999995,0
"('2010', 1)",,,CELG,2010,1,0.0,0.26,-0.042200000000000015,0
"('2010', 2)",,,CELG,2010,2,0.0,0.345,0.04410000000000003,0
"('2010', 3)",,,CELG,2010,3,0.0,0.38,0.0031000000000001027,0
"('2011', 0)",-1.6499158227686108,-1.6499158227686108,CELG,2011,0,0.0,0.3825,-0.05720000000000003,1
"('2011', 0)",-1.6499158227686108,-1.6499158227686108,CELG,2011,0,0.0,0.3825,-0.05720000000000003,1
"('2011', 1)",,,CELG,2011,1,0.0,0.46,0.02279999999999993,0
"('2011', 2)",,,CELG,2011,2,0.0,0.48,-0.10519999999999996,0
"('2012', 1)",,,CELG,2012,1,0.0,0.445,-0.031100000000000017,1
"('2012', 2)",,,CELG,2012,2,0.0,0.665,0.05570000000000008,0
"('2013', 0)",-2.121320343559653,-2.121320343559653,CELG,2013,0,0.0,0.6825,0.0035000000000000586,0
"('2013', 0)",-2.121320343559653,-2.121320343559653,CELG,2013,0,0.0,0.6825,0.0035000000000000586,0
"('2013', 1)",,,CELG,2013,1,0.0,0.655,0.04039999999999999,0
"('2013', 3)",1.4836883482755567,0.9420243481114645,CELG,2013,3,-0.19248639044296562,0.675,-0.08209999999999995,1
"('2013', 3)",1.4836883482755567,0.9420243481114645,CELG,2013,3,-0.19248639044296562,0.675,-0.08209999999999995,1
"('2013', 3)",1.4836883482755567,0.9420243481114645,CELG,2013,3,-0.19248639044296562,0.675,-0.08209999999999995,1
"('2014', 0)",,,CELG,2014,0,0.0,0.69,0.06990000000000007,0
"('2014', 1)",,,CELG,2014,1,0.0,0.89,0.020299999999999985,1
"('2014', 3)",,,CELG,2014,3,0.0,1.02,0.06709999999999994,0
"('2015', 1)",,,CELG,2015,1,0.0,1.18,0.06499999999999995,0
"('2015', 2)",,,CELG,2015,2,0.0,1.23,-0.07879999999999998,1
"('2016', 0)",1.06066017177982,1.06066017177982,CELG,2016,0,0.0,1.06,0.024499999999999966,0
"('2016', 0)",1.06066017177982,1.06066017177982,CELG,2016,0,0.0,1.06,0.024499999999999966,0
"('2016', 1)",,,CELG,2016,1,0.0,1.17,-0.0716,0
"('1997', 3)",,,CERN,1997,3,0.0,0.0163,-0.008399999999999963,0
"('1998', 0)",,,CERN,1998,0,0.0,0.0113,-0.008399999999999963,0
"('1999', 0)",3.5783904271027325,3.9873493330573306,CERN,1999,0,0.007173405855017352,0.0175,-0.008399999999999963,1
"('1999', 0)",3.5783904271027325,3.9873493330573306,CERN,1999,0,0.007173405855017352,0.0175,-0.008399999999999963,1
"('1999', 0)",3.5783904271027325,3.9873493330573306,CERN,1999,0,0.007173405855017352,0.0175,-0.008399999999999963,1
"('1999', 0)",3.5783904271027325,3.9873493330573306,CERN,1999,0,0.007173405855017352,0.0175,-0.008399999999999963,1
"('1999', 0)",3.5783904271027325,3.9873493330573306,CERN,1999,0,0.007173405855017352,0.0175,-0.008399999999999963,1
"('1999', 0)",3.5783904271027325,3.9873493330573306,CERN,1999,0,0.007173405855017352,0.0175,-0.008399999999999963,1
"('1999', 0)",3.5783904271027325,3.9873493330573306,CERN,1999,0,0.007173405855017352,0.0175,-0.008399999999999963,1
"('1999', 1)",-1.138292476041871,-1.0877016993288984,CERN,1999,1,0.000557931566501355,0.0125,-0.008399999999999963,1
"('1999', 1)",-1.138292476041871,-1.0877016993288984,CERN,1999,1,0.000557931566501355,0.0125,-0.008399999999999963,1
"('1999', 1)",-1.138292476041871,-1.0877016993288984,CERN,1999,1,0.000557931566501355,0.0125,-0.008399999999999963,1
"('1999', 1)",-1.138292476041871,-1.0877016993288984,CERN,1999,1,0.000557931566501355,0.0125,-0.008399999999999963,1
"('1999', 1)",-1.138292476041871,-1.0877016993288984,CERN,1999,1,0.000557931566501355,0.0125,-0.008399999999999963,1
"('1999', 1)",-1.138292476041871,-1.0877016993288984,CERN,1999,1,0.000557931566501355,0.0125,-0.008399999999999963,1
"('1999', 1)",-1.138292476041871,-1.0877016993288984,CERN,1999,1,0.000557931566501355,0.0125,-0.008399999999999963,1
"('1999', 1)",-1.138292476041871,-1.0877016993288984,CERN,1999,1,0.000557931566501355,0.0125,-0.008399999999999963,1
"('1999', 1)",-1.138292476041871,-1.0877016993288984,CERN,1999,1,0.000557931566501355,0.0125,-0.008399999999999963,1
"('2004', 1)",,,CERN,2004,1,0.0,0.0463,-0.008399999999999963,0
"('2005', 3)",,,CERN,2005,3,0.0,0.0763,-0.008399999999999963,0
"('2006', 0)",inf,inf,CERN,2006,0,0.0,0.0575,-0.008399999999999963,0
"('2006', 0)",inf,inf,CERN,2006,0,0.0,0.0575,-0.008399999999999963,0
"('2006', 0)",inf,inf,CERN,2006,0,0.0,0.0575,-0.008399999999999963,0
"('2006', 1)",,,CERN,2006,1,0.0,0.07,-0.008399999999999963,0
"('2006', 2)",inf,inf,CERN,2006,2,0.0,0.08,-0.008399999999999963,1
"('2006', 2)",inf,inf,CERN,2006,2,0.0,0.08,-0.008399999999999963,1
"('2006', 2)",inf,inf,CERN,2006,2,0.0,0.08,-0.008399999999999963,1
"('2006', 3)",-inf,-inf,CERN,2006,3,0.0,0.0925,-0.008399999999999963,0
"('2006', 3)",-inf,-inf,CERN,2006,3,0.0,0.0925,-0.008399999999999963,0
"('2007', 0)",,,CERN,2007,0,0.0,0.0775,-0.008399999999999963,0
"('2007', 1)",-inf,-inf,CERN,2007,1,0.0,0.0925,-0.008399999999999963,1
"('2007', 1)",-inf,-inf,CERN,2007,1,0.0,0.0925,-0.008399999999999963,1
"('2008', 0)",2.42487113059643,3.0022213997860563,CERN,2008,0,0.02092243374380061,0.1125,-0.008399999999999963,0
"('2008', 0)",2.42487113059643,3.0022213997860563,CERN,2008,0,0.02092243374380061,0.1125,-0.008399999999999963,0
"('2008', 0)",2.42487113059643,3.0022213997860563,CERN,2008,0,0.02092243374380061,0.1125,-0.008399999999999963,0
"('2008', 1)",,,CERN,2008,1,0.0,0.1175,-0.008399999999999963,1
"('2009', 1)",,,CERN,2009,1,0.0,0.135,-0.008399999999999963,0
"('2010', 0)",,,CERN,2010,0,0.0,0.1525,-0.008399999999999963,0
"('2011', 0)",,,CERN,2011,0,0.0,0.18,-0.024900000000000033,0
"('2011', 1)",,,CERN,2011,1,0.0,0.195,0.06840000000000002,1
"('2013', 3)",,,CERN,2013,3,0.0,0.38,-0.029100000000000015,1
"('2014', 3)",,,CERN,2014,3,0.0,0.47,0.07000000000000006,0
"('2015', 0)",,,CERN,2015,0,0.0,0.44,0.0797000000000001,1
"('2016', 2)",,,CERN,2016,2,0.0,0.59,0.06509999999999994,0
"('1999', 3)",,,CMVT,1999,3,0.0,0.265,0.006199999999999983,0
"('2001', 0)",,,CMVT,2001,0,0.0,0.39,-0.06840000000000002,0
"('2002', 2)",,,CMVT,2002,2,0.0,-0.11,-0.10619999999999996,1
"('2003', 1)",,,CMVT,2003,1,0.0,-0.08,0.06719999999999993,0
"('2003', 2)",,,CMVT,2003,2,0.0,-0.04,-0.118,1
"('2013', 2)",,,COTY,2013,2,0.0,0.26,-0.016800000000000037,0
"('2013', 3)",,,COTY,2013,3,0.0,0.29,-0.016800000000000037,0
"('2015', 1)",,,COTY,2015,1,0.0,0.07,-0.016800000000000037,0
"('2015', 2)",-14.142135623730958,-14.142135623730958,COTY,2015,2,0.0,0.28,-0.016800000000000037,0
"('2015', 2)",-14.142135623730958,-14.142135623730958,COTY,2015,2,0.0,0.28,-0.016800000000000037,0
"('2015', 3)",18.384776310850217,18.384776310850217,COTY,2015,3,0.0,0.33,-0.016800000000000037,1
"('2015', 3)",18.384776310850217,18.384776310850217,COTY,2015,3,0.0,0.33,-0.016800000000000037,1
"('2016', 0)",,,COTY,2016,0,0.0,0.11,-0.016800000000000037,0
"('2016', 2)",-38.10511776651542,-37.5277674973258,COTY,2016,2,0.016737946995040318,0.35,-0.016800000000000037,0
"('2016', 2)",-38.10511776651542,-37.5277674973258,COTY,2016,2,0.016737946995040318,0.35,-0.016800000000000037,0
"('2016', 2)",-38.10511776651542,-37.5277674973258,COTY,2016,2,0.016737946995040318,0.35,-0.016800000000000037,0
"('2016', 3)",-5.303300858899101,-5.303300858899101,COTY,2016,3,0.0,0.38,0.00869999999999993,0
"('2016', 3)",-5.303300858899101,-5.303300858899101,COTY,2016,3,0.0,0.38,0.00869999999999993,0
"('1996', 2)",,,DD,1996,2,0.0,0.69,0.06800000000000006,1
"('1999', 2)",,,DD,1999,2,0.0,0.6,-0.0017000000000000348,0
"('2000', 3)",,,DD,2000,3,0.0,0.47,0.04400000000000004,0
"('2001', 1)",-1.309307341415962,-1.5275252316519532,DD,2001,1,-0.016737946995040318,0.56,0.022299999999999986,0
"('2001', 1)",-1.309307341415962,-1.5275252316519532,DD,2001,1,-0.016737946995040318,0.56,0.022299999999999986,0
